,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,AcknowledgeJob,Grants permission to view information about a specified job and whether that job has been received by the job worker,Write,,,
1,AcknowledgeThirdPartyJob,Grants permission to confirm that a job worker has received the specified job (partner actions only),Write,,,
2,CreateCustomActionType,Grants permission to create a custom action that you can use in the pipelines associated with your AWS account,Write,actiontype*,,
3,CreateCustomActionType,Grants permission to create a custom action that you can use in the pipelines associated with your AWS account,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
4,CreatePipeline,Grants permission to create a uniquely named pipeline,Write,pipeline*,,
5,CreatePipeline,Grants permission to create a uniquely named pipeline,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
6,DeleteCustomActionType,Grants permission to delete a custom action,Write,actiontype*,,
7,DeletePipeline,Grants permission to delete a specified pipeline,Write,pipeline*,,
8,DeleteWebhook,Grants permission to delete a specified webhook,Write,webhook*,,
9,DeregisterWebhookWithThirdParty,Grants permission to remove the registration of a webhook with the third party specified in its configuration,Write,webhook*,,
10,DisableStageTransition,Grants permission to prevent revisions from transitioning to the next stage in a pipeline,Write,stage*,,
11,EnableStageTransition,Grants permission to allow revisions to transition to the next stage in a pipeline,Write,stage*,,
12,GetActionType,Grants permission to view information about an action type,Read,,,
13,GetJobDetails,Grants permission to view information about a job (custom actions only),Read,,,
14,GetPipeline,Grants permission to retrieve information about a pipeline structure,Read,pipeline*,,
15,GetPipelineExecution,"Grants permission to view information about an execution of a pipeline, including details about artifacts, the pipeline execution ID, and the name, version, and status of the pipeline",Read,pipeline*,,
16,GetPipelineState,Grants permission to view information about the current state of the stages and actions of a pipeline,Read,pipeline*,,
17,GetThirdPartyJobDetails,Grants permission to view the details of a job for a third-party action (partner actions only),Read,,,
18,ListActionExecutions,Grants permission to list the action executions that have occurred in a pipeline,Read,pipeline*,,
19,ListActionTypes,Grants permission to list a summary of all the action types available for pipelines in your account,Read,,,
20,ListPipelineExecutions,Grants permission to list a summary of the most recent executions for a pipeline,List,pipeline*,,
21,ListPipelines,Grants permission to list a summary of all the pipelines associated with your AWS account,List,,,
22,ListTagsForResource,Grants permission to list tags for a CodePipeline resource,Read,actiontype,,
23,ListTagsForResource,Grants permission to list tags for a CodePipeline resource,Read,pipeline,,
24,ListTagsForResource,Grants permission to list tags for a CodePipeline resource,Read,webhook,,
25,ListWebhooks,Grants permission to list all of the webhooks associated with your AWS account,List,webhook*,,
26,PollForJobs,Grants permission to view information about any jobs for CodePipeline to act on,Write,actiontype*,,
27,PollForThirdPartyJobs,Grants permission to determine whether there are any third-party jobs for a job worker to act on (partner actions only),Write,,,
28,PutActionRevision,Grants permission to edit actions in a pipeline,Write,action*,,
29,PutApprovalResult,Grants permission to provide a response (Approved or Rejected) to a manual approval request in CodePipeline,Write,action*,,
30,PutJobFailureResult,Grants permission to represent the failure of a job as returned to the pipeline by a job worker (custom actions only),Write,,,
31,PutJobSuccessResult,Grants permission to represent the success of a job as returned to the pipeline by a job worker (custom actions only),Write,,,
32,PutThirdPartyJobFailureResult,Grants permission to represent the failure of a third-party job as returned to the pipeline by a job worker (partner actions only),Write,,,
33,PutThirdPartyJobSuccessResult,Grants permission to represent the success of a third-party job as returned to the pipeline by a job worker (partner actions only),Write,,,
34,PutWebhook,Grants permission to create or update a webhook,Write,pipeline*,,
35,PutWebhook,Grants permission to create or update a webhook,Write,webhook*,,
36,PutWebhook,Grants permission to create or update a webhook,Write,,aws:RequestTag/${TagKey}  aws:TagKeys,
37,RegisterWebhookWithThirdParty,Grants permission to register a webhook with the third party specified in its configuration,Write,webhook*,,
38,RetryStageExecution,Grants permission to resume the pipeline execution by retrying the last failed actions in a stage,Write,stage*,,
39,StartPipelineExecution,Grants permission to run the most recent revision through the pipeline,Write,pipeline*,,
40,StopPipelineExecution,Grants permission to stop an in-progress pipeline execution,Write,pipeline*,,
41,TagResource,Grants permission to tag a CodePipeline resource,Tagging,actiontype,,
42,TagResource,Grants permission to tag a CodePipeline resource,Tagging,pipeline,,
43,TagResource,Grants permission to tag a CodePipeline resource,Tagging,webhook,,
44,TagResource,Grants permission to tag a CodePipeline resource,Tagging,,aws:RequestTag/${TagKey}  aws:TagKeys,
45,UntagResource,Grants permission to remove a tag from a CodePipeline resource,Tagging,actiontype,,
46,UntagResource,Grants permission to remove a tag from a CodePipeline resource,Tagging,pipeline,,
47,UntagResource,Grants permission to remove a tag from a CodePipeline resource,Tagging,webhook,,
48,UntagResource,Grants permission to remove a tag from a CodePipeline resource,Tagging,,aws:TagKeys,
49,UpdateActionType,Grants permission to update an action type,Write,actiontype*,,
50,UpdatePipeline,Grants permission to update a pipeline with changes to the structure of the pipeline,Write,pipeline*,,
