,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,AssociateConfigurationItemsToApplication,Associates one or more configuration items with an application.,Write,,,
1,BatchDeleteImportData,"Deletes one or more Migration Hub import tasks, each identified by their import ID. Each import task has a number of records, which can identify servers or applications.",Write,,,
2,CreateApplication,Creates an application with the given name and description.,Write,,,
3,CreateTags,Creates one or more tags for configuration items. Tags are metadata that help you categorize IT assets. This API accepts a list of multiple configuration items.,Tagging,,,
4,DeleteApplications,Deletes a list of applications and their associations with configuration items.,Write,,,
5,DeleteTags,Deletes the association between configuration items and one or more tags. This API accepts a list of multiple configuration items.,Tagging,,,
6,DescribeAgents,Lists agents or the Connector by ID or lists all agents/Connectors associated with your user account if you did not specify an ID.,Read,,,
7,DescribeConfigurations,"Retrieves attributes for a list of configuration item IDs. All of the supplied IDs must be for the same asset type (server, application, process, or connection). Output fields are specific to the asset type selected. For example, the output for a server configuration item includes a list of attributes about the server, such as host name, operating system, and number of network cards.",Read,,,
8,DescribeContinuousExports,Lists exports as specified by ID. All continuous exports associated with your user account can be listed if you call DescribeContinuousExports as is without passing any parameters.,Read,,,
9,DescribeExportConfigurations,Retrieves the status of a given export process. You can retrieve status from a maximum of 100 processes.,Read,,,
10,DescribeExportTasks,Retrieve status of one or more export tasks. You can retrieve the status of up to 100 export tasks.,Read,,,
11,DescribeImportTasks,"Returns an array of import tasks for your account, including status information, times, IDs, the Amazon S3 Object URL for the import file, and more.",List,,,
12,DescribeTags,Retrieves a list of configuration items that are tagged with a specific tag. Or retrieves a list of all tags assigned to a specific configuration item.,Read,,,
13,DisassociateConfigurationItemsFromApplication,Disassociates one or more configuration items from an application.,Write,,,
14,ExportConfigurations,"Exports all discovered configuration data to an Amazon S3 bucket or an application that enables you to view and evaluate the data. Data includes tags and tag associations, processes, connections, servers, and system performance.",Write,,,
15,GetDiscoverySummary,Retrieves a short summary of discovered assets.,Read,,,
16,ListConfigurations,Retrieves a list of configuration items according to criteria you specify in a filter. The filter criteria identify relationship requirements.,List,,,
17,ListServerNeighbors,Retrieves a list of servers which are one network hop away from a specified server.,List,,,
18,StartContinuousExport,Start the continuous flow of agent's discovered data into Amazon Athena.,Write,,,
19,StartDataCollectionByAgentIds,Instructs the specified agents or Connectors to start collecting data.,Write,,,
20,StartExportTask,Export the configuration data about discovered configuration items and relationships to an S3 bucket in a specified format.,Write,,,
21,StartImportTask,Starts an import task. The Migration Hub import feature allows you to import details of your on-premises environment directly into AWS without having to use the Application Discovery Service (ADS) tools such as the Discovery Connector or Discovery Agent. This gives you the option to perform migration assessment and planning directly from your imported data including the ability to group your devices as applications and track their migration status.,Write,,,
22,StopContinuousExport,Stop the continuous flow of agent's discovered data into Amazon Athena.,Write,,,
23,StopDataCollectionByAgentIds,Instructs the specified agents or Connectors to stop collecting data.,Write,,,
24,UpdateApplication,Updates metadata about an application.,Write,,,
